Image,Method,Total_Detections,Avg_Conf,TP,FP,GT_Count
02119.png,SFDFuse,6,0.5504457801580429,5,1,6
02120.png,SFDFuse,8,0.6042167022824287,7,1,9
02142.png,SFDFuse,3,0.6358408530553182,3,0,4
02163.png,SFDFuse,4,0.5446012318134308,3,1,3
02180.png,SFDFuse,5,0.5238810777664185,4,1,4
02195.png,SFDFuse,11,0.5093359811739488,11,0,13
02213.png,SFDFuse,11,0.7315703738819469,11,0,11
02233.png,SFDFuse,6,0.5869409193595251,5,1,5
02236.png,SFDFuse,11,0.5257730321450667,7,4,7
02249.png,SFDFuse,6,0.64840600391229,6,0,7
02278.png,SFDFuse,5,0.7067288517951965,5,0,6
02296.png,SFDFuse,8,0.6398829706013203,7,1,8
02310.png,SFDFuse,5,0.5407033145427704,3,2,3
02317.png,SFDFuse,10,0.5428781747817993,8,2,8
02322.png,SFDFuse,4,0.5122974887490273,3,1,3
02337.png,SFDFuse,5,0.4732282102108002,2,3,2
02352.png,SFDFuse,2,0.8355068862438202,2,0,2
02369.png,SFDFuse,3,0.7954632242520651,3,0,3
02394.png,SFDFuse,4,0.6717434301972389,3,1,3
02405.png,SFDFuse,4,0.7097728550434113,4,0,4
02440.png,SFDFuse,3,0.6348879535992941,3,0,3
02450.png,SFDFuse,4,0.5275114998221397,3,1,3
02455.png,SFDFuse,7,0.5446491880076272,6,1,6
02464.png,SFDFuse,9,0.5742863449785445,7,2,8
02473.png,SFDFuse,14,0.4925415962934494,10,4,10
02478.png,SFDFuse,8,0.6683386191725731,7,1,8
02486.png,SFDFuse,5,0.5794490575790405,5,0,5
02495.png,SFDFuse,3,0.5738645493984222,2,1,3
02522.png,SFDFuse,4,0.46126043051481247,3,1,3
02527.png,SFDFuse,1,0.29367226362228394,0,1,1
02530.png,SFDFuse,1,0.44100359082221985,1,0,1
02533.png,SFDFuse,3,0.473321795463562,2,1,2
02544.png,SFDFuse,3,0.3499993185202281,2,1,2
02556.png,SFDFuse,3,0.6671041051546732,3,0,4
02572.png,SFDFuse,5,0.4687550663948059,5,0,8
02606.png,SFDFuse,4,0.7182324677705765,4,0,5
02611.png,SFDFuse,4,0.6466785371303558,3,1,4
02624.png,SFDFuse,8,0.5222285389900208,6,2,6
02641.png,SFDFuse,7,0.4972771831921169,5,2,5
02651.png,SFDFuse,1,0.48821592330932617,1,0,2
02658.png,SFDFuse,5,0.6777422189712524,5,0,6
02667.png,SFDFuse,8,0.5409090258181095,6,2,6
02709.png,SFDFuse,10,0.5617828458547592,9,1,10
02720.png,SFDFuse,6,0.6875225603580475,6,0,6
02731.png,SFDFuse,6,0.6448274354139963,6,0,6
02739.png,SFDFuse,2,0.811594545841217,2,0,2
02754.png,SFDFuse,1,0.8650176525115967,1,0,1
02757.png,SFDFuse,1,0.8918291926383972,1,0,1
02762.png,SFDFuse,0,0.0,0,0,0
02778.png,SFDFuse,1,0.3279864490032196,0,1,0
02786.png,SFDFuse,2,0.6339315474033356,2,0,2
02816.png,SFDFuse,4,0.7693114876747131,4,0,4
02821.png,SFDFuse,4,0.7292541861534119,3,1,3
02846.png,SFDFuse,2,0.5793774574995041,1,1,1
02860.png,SFDFuse,2,0.8710140287876129,2,0,2
02869.png,SFDFuse,3,0.8152377009391785,3,0,3
02896.png,SFDFuse,3,0.5796757241090139,1,2,2
02956.png,SFDFuse,12,0.5448087031642596,9,3,10
03019.png,SFDFuse,9,0.5849396718872918,7,2,7
03045.png,SFDFuse,8,0.6159519478678703,8,0,8
03100.png,SFDFuse,3,0.8791608214378357,3,0,3
03109.png,SFDFuse,6,0.6734493722518285,6,0,7
03143.png,SFDFuse,4,0.7694706693291664,4,0,5
03173.png,SFDFuse,3,0.6913726429144541,3,0,34
03219.png,SFDFuse,14,0.5140919089317322,9,5,10
03260.png,SFDFuse,8,0.6945084556937218,8,0,10
03281.png,SFDFuse,4,0.614583820104599,3,1,5
03289.png,SFDFuse,8,0.6322726905345917,7,1,9
03354.png,SFDFuse,7,0.5111879408359528,5,2,5
03375.png,SFDFuse,5,0.6110828936100006,4,1,5
03381.png,SFDFuse,15,0.5556752820809682,13,2,13
03409.png,SFDFuse,12,0.6077307611703873,9,3,9
03417.png,SFDFuse,7,0.5859832678522382,6,1,6
03433.png,SFDFuse,8,0.6665429584681988,6,2,6
03438.png,SFDFuse,13,0.5338212756010202,8,5,9
03462.png,SFDFuse,8,0.63035674020648,6,2,6
03473.png,SFDFuse,9,0.6680542826652527,8,1,8
03575.png,SFDFuse,18,0.6328237868017621,15,3,15
03589.png,SFDFuse,9,0.6265687180889977,8,1,9
03600.png,SFDFuse,12,0.6128411516547203,9,3,9
03640.png,SFDFuse,13,0.5119583698419424,8,5,8
03708.png,SFDFuse,9,0.5058705707391103,6,3,7
03719.png,SFDFuse,3,0.6617926160494486,2,1,2
03769.png,SFDFuse,8,0.7794674634933472,8,0,8
03813.png,SFDFuse,6,0.706392819682757,5,1,5
03836.png,SFDFuse,7,0.6571837365627289,6,1,6
03878.png,SFDFuse,6,0.7355810552835464,6,0,6
03989.png,SFDFuse,11,0.6328069134192034,10,1,12
04006.png,SFDFuse,3,0.5192044675350189,2,1,2
04018.png,SFDFuse,2,0.8312469720840454,2,0,2
04026.png,SFDFuse,2,0.804973691701889,2,0,2
04053.png,SFDFuse,5,0.7579553365707398,5,0,6
04092.png,SFDFuse,4,0.8126811534166336,4,0,4
04160.png,SFDFuse,8,0.789189487695694,8,0,8
00000.png,LAMF,10,0.655903571844101,9,1,9
00011.png,LAMF,10,0.7296208322048188,9,1,9
00025.png,LAMF,10,0.5679998993873596,7,3,7
00031.png,LAMF,8,0.7658794447779655,8,0,8
00033.png,LAMF,10,0.6983093589544296,10,0,10
00042.png,LAMF,7,0.7563880681991577,7,0,7
00061.png,LAMF,7,0.5120268847261157,5,2,5
00071.png,LAMF,7,0.4400613563401358,3,4,3
00082.png,LAMF,4,0.6527522131800652,3,1,3
00097.png,LAMF,3,0.5003473659356436,2,1,2
00107.png,LAMF,5,0.44370566606521605,3,2,3
00112.png,LAMF,17,0.5456148280816919,13,4,14
00118.png,LAMF,10,0.5716978222131729,8,2,9
00147.png,LAMF,18,0.6221356557475196,16,2,16
00149.png,LAMF,10,0.5746006220579147,6,4,6
00150.png,LAMF,11,0.6098828911781311,8,3,8
00159.png,LAMF,10,0.6884032011032104,8,2,8
00177.png,LAMF,10,0.7626631677150726,10,0,10
00196.png,LAMF,10,0.5943443685770035,9,1,10
00202.png,LAMF,11,0.5766142715107311,10,1,10
00210.png,LAMF,8,0.5731267035007477,6,2,6
00215.png,LAMF,5,0.7113221228122711,4,1,4
00232.png,LAMF,7,0.49068501591682434,5,2,6
00242.png,LAMF,9,0.5151519278685252,6,3,7
00255.png,LAMF,2,0.7984204888343811,1,1,1
00274.png,LAMF,3,0.6130719780921936,2,1,2
00284.png,LAMF,4,0.5423006191849709,2,2,2
00290.png,LAMF,4,0.7121903002262115,2,2,2
00306.png,LAMF,4,0.7755727022886276,2,2,2
00320.png,LAMF,4,0.6838587746024132,2,2,2
00325.png,LAMF,1,0.8053717613220215,1,0,1
00334.png,LAMF,1,0.6919927597045898,1,0,1
00339.png,LAMF,1,0.31422141194343567,0,1,0
00349.png,LAMF,1,0.8866456747055054,1,0,1
00353.png,LAMF,1,0.8667728900909424,1,0,1
00370.png,LAMF,1,0.8608092069625854,1,0,1
00385.png,LAMF,2,0.6416579037904739,1,1,1
00386.png,LAMF,7,0.6442408391407558,7,0,7
00388.png,LAMF,13,0.5202634632587433,11,2,11
00389.png,LAMF,12,0.44340748339891434,8,4,8
00390.png,LAMF,9,0.5752774907482995,6,3,7
00400.png,LAMF,8,0.4764717407524586,5,3,5
00405.png,LAMF,14,0.552754568202155,10,4,11
00409.png,LAMF,9,0.5400856932004293,6,3,8
00419.png,LAMF,2,0.893888384103775,2,0,2
00421.png,LAMF,8,0.6216020174324512,7,1,8
00434.png,LAMF,10,0.64876229763031,9,1,11
00441.png,LAMF,10,0.6263454884290696,9,1,9
00443.png,LAMF,6,0.5978592187166214,4,2,4
00449.png,LAMF,7,0.7059445551463536,6,1,6
00453.png,LAMF,5,0.5104340314865112,3,2,4
00461.png,LAMF,8,0.49677278101444244,4,4,4
00479.png,LAMF,4,0.7103616744279861,4,0,4
00489.png,LAMF,8,0.5637131817638874,5,3,5
00497.png,LAMF,9,0.5150436725881364,6,3,6
00512.png,LAMF,10,0.5341479569673538,6,4,6
00525.png,LAMF,6,0.7494118213653564,6,0,6
00527.png,LAMF,7,0.4837799540587834,5,2,7
00537.png,LAMF,11,0.6552973389625549,10,1,10
00555.png,LAMF,10,0.5412434250116348,8,2,9
00572.png,LAMF,11,0.5402710329402577,11,0,11
00587.png,LAMF,7,0.553978042943137,6,1,7
00606.png,LAMF,7,0.7019894208226886,7,0,7
00621.png,LAMF,10,0.5238704293966293,7,3,7
00633.png,LAMF,8,0.7022416591644287,7,1,7
00643.png,LAMF,1,0.5153026580810547,1,0,1
00652.png,LAMF,3,0.40651728709538776,1,2,2
00653.png,LAMF,3,0.5108850002288818,2,1,2
00661.png,LAMF,3,0.7984752257664999,3,0,3
00671.png,LAMF,5,0.7108231842517853,5,0,5
00676.png,LAMF,5,0.6885481774806976,4,1,4
00677.png,LAMF,7,0.497262431042535,5,2,6
00687.png,LAMF,7,0.592832693031856,7,0,7
00697.png,LAMF,5,0.5127617359161377,4,1,6
00712.png,LAMF,1,0.7659406661987305,1,0,1
00716.png,LAMF,1,0.7737209796905518,1,0,1
00719.png,LAMF,0,0.0,0,0,0
00725.png,LAMF,1,0.9180313944816589,1,0,1
00726.png,LAMF,1,0.9260253310203552,1,0,1
00738.png,LAMF,2,0.5061426162719727,1,1,1
00760.png,LAMF,1,0.6570256352424622,1,0,1
00762.png,LAMF,1,0.8744227886199951,1,0,1
00769.png,LAMF,2,0.3385377377271652,0,2,0
00787.png,LAMF,2,0.7362087965011597,2,0,2
00800.png,LAMF,2,0.46714502573013306,0,2,0
00801.png,LAMF,2,0.6894959211349487,2,0,2
00805.png,LAMF,3,0.6206920146942139,3,0,3
00818.png,LAMF,1,0.7154778838157654,1,0,1
00825.png,LAMF,4,0.8514203429222107,3,1,3
00826.png,LAMF,4,0.7305557504296303,3,1,3
00829.png,LAMF,4,0.7058278024196625,4,0,4
00834.png,LAMF,4,0.5991313457489014,3,1,3
00857.png,LAMF,3,0.361138254404068,2,1,2
00867.png,LAMF,2,0.6320058107376099,2,0,2
00871.png,LAMF,4,0.6329351663589478,3,1,3
00878.png,LAMF,4,0.6515899896621704,3,1,3
00896.png,LAMF,2,0.7568223178386688,2,0,2
00910.png,LAMF,1,0.846948504447937,1,0,2
00916.png,LAMF,2,0.7716203331947327,2,0,2
00922.png,LAMF,2,0.7615228295326233,2,0,2
00926.png,LAMF,2,0.6894854605197906,2,0,2
00950.png,LAMF,2,0.7807113230228424,2,0,3
00958.png,LAMF,3,0.7319862047831217,3,0,3
00965.png,LAMF,3,0.7464165290196737,3,0,3
00976.png,LAMF,12,0.553577832877636,9,3,9
00994.png,LAMF,9,0.5298503637313843,4,5,5
01017.png,LAMF,3,0.7620690663655599,3,0,3
01034.png,LAMF,6,0.5099875926971436,5,1,5
01043.png,LAMF,5,0.6986523032188415,5,0,5
01079.png,LAMF,0,0.0,0,0,0
01093.png,LAMF,6,0.6833923657735189,5,1,5
01101.png,LAMF,7,0.5161092068467822,5,2,5
01115.png,LAMF,4,0.49050188064575195,3,1,4
01122.png,LAMF,4,0.5321669578552246,3,1,3
01136.png,LAMF,4,0.5519468486309052,2,2,2
01147.png,LAMF,2,0.5208323746919632,2,0,2
01156.png,LAMF,3,0.6292197207609812,2,1,2
01165.png,LAMF,1,0.898103654384613,1,0,2
01186.png,LAMF,6,0.5465021133422852,5,1,6
01204.png,LAMF,4,0.592591255903244,3,1,3
01212.png,LAMF,4,0.648141548037529,3,1,3
01223.png,LAMF,9,0.5422771341270871,7,2,7
01227.png,LAMF,3,0.7227240602175394,3,0,4
01242.png,LAMF,3,0.6787063181400299,2,1,2
01249.png,LAMF,2,0.5744978785514832,1,1,1
01267.png,LAMF,4,0.3215674087405205,0,4,0
01270.png,LAMF,2,0.43281029164791107,1,1,3
01299.png,LAMF,3,0.35708964864412945,1,2,4
01301.png,LAMF,2,0.7886353731155396,2,0,2
01320.png,LAMF,2,0.7606867551803589,2,0,2
01331.png,LAMF,2,0.8299351334571838,2,0,2
01345.png,LAMF,0,0.0,0,0,0
01388.png,LAMF,0,0.0,0,0,0
01393.png,LAMF,2,0.5485412329435349,1,1,1
01406.png,LAMF,2,0.5489067584276199,1,1,1
01413.png,LAMF,1,0.7570688724517822,1,0,1
01415.png,LAMF,1,0.7390949726104736,1,0,1
01422.png,LAMF,1,0.8386321663856506,1,0,2
01432.png,LAMF,0,0.0,0,0,0
01437.png,LAMF,0,0.0,0,0,0
01442.png,LAMF,4,0.5644082278013229,3,1,3
01443.png,LAMF,4,0.5268458276987076,3,1,3
01454.png,LAMF,7,0.47530022263526917,4,3,6
01462.png,LAMF,2,0.4366844892501831,2,0,2
01471.png,LAMF,3,0.3793395658334096,1,2,4
01482.png,LAMF,5,0.38217350244522097,2,3,3
01486.png,LAMF,4,0.35789313167333603,3,1,4
01492.png,LAMF,2,0.35622724890708923,0,2,2
01494.png,LAMF,3,0.8726997375488281,3,0,3
01505.png,LAMF,1,0.5450093746185303,1,0,2
01511.png,LAMF,1,0.7613664865493774,1,0,1
01527.png,LAMF,2,0.8669349551200867,2,0,2
01531.png,LAMF,0,0.0,0,0,0
01547.png,LAMF,0,0.0,0,0,0
01562.png,LAMF,0,0.0,0,0,0
01579.png,LAMF,0,0.0,0,0,0
01584.png,LAMF,11,0.5577641129493713,8,3,8
01587.png,LAMF,10,0.5288385212421417,8,2,8
01599.png,LAMF,8,0.5240893512964249,4,4,4
01608.png,LAMF,9,0.5577588478724161,6,3,6
01640.png,LAMF,4,0.44593346118927,2,2,2
01659.png,LAMF,7,0.4782415245260511,4,3,4
01670.png,LAMF,9,0.5111334953043196,5,4,5
01673.png,LAMF,8,0.5235411003232002,7,1,7
01707.png,LAMF,2,0.8290727436542511,2,0,2
01710.png,LAMF,2,0.7578715682029724,2,0,2
01724.png,LAMF,3,0.5032143791516622,2,1,2
01729.png,LAMF,3,0.545535147190094,2,1,2
01741.png,LAMF,2,0.6510661840438843,2,0,2
01760.png,LAMF,3,0.5375974575678507,2,1,2
01773.png,LAMF,2,0.5207924693822861,1,1,1
01779.png,LAMF,3,0.6140421628952026,2,1,2
01783.png,LAMF,3,0.6222061912218729,2,1,2
01789.png,LAMF,3,0.6344144145647684,2,1,2
01803.png,LAMF,2,0.8539232611656189,2,0,2
01806.png,LAMF,2,0.8777852654457092,2,0,2
01807.png,LAMF,2,0.8486321568489075,2,0,2
01811.png,LAMF,3,0.7020411690076193,2,1,2
01828.png,LAMF,2,0.8502964377403259,2,0,2
01845.png,LAMF,8,0.5202850699424744,2,6,2
01856.png,LAMF,10,0.4911529839038849,2,8,2
01861.png,LAMF,6,0.5523694306612015,2,4,2
01867.png,LAMF,1,0.3182799518108368,0,1,0
01899.png,LAMF,3,0.44854217767715454,1,2,1
01911.png,LAMF,1,0.7538976073265076,1,0,1
01912.png,LAMF,2,0.5292326807975769,2,0,2
01913.png,LAMF,3,0.4890819887320201,2,1,2
01919.png,LAMF,2,0.6700128614902496,2,0,2
01929.png,LAMF,3,0.5063135921955109,2,1,2
01937.png,LAMF,11,0.43578846888108685,7,4,7
01947.png,LAMF,10,0.3907121241092682,6,4,6
01954.png,LAMF,9,0.42391061782836914,8,1,8
01963.png,LAMF,10,0.3926632821559906,6,4,6
01977.png,LAMF,7,0.3526449373790196,3,4,3
01981.png,LAMF,2,0.5674215704202652,2,0,2
01985.png,LAMF,7,0.3869501267160688,3,4,3
01994.png,LAMF,4,0.7556181252002716,4,0,4
01996.png,LAMF,5,0.7206092357635498,4,1,4
02002.png,LAMF,5,0.6291710078716278,4,1,4
02011.png,LAMF,4,0.7729942351579666,4,0,4
02033.png,LAMF,3,0.757528285185496,3,0,3
02045.png,LAMF,8,0.6087899953126907,6,2,7
02073.png,LAMF,10,0.639497709274292,9,1,9
02083.png,LAMF,8,0.6435655951499939,7,1,8
02090.png,LAMF,9,0.6498953832520379,8,1,8
02102.png,LAMF,4,0.5000098273158073,3,1,4
02119.png,LAMF,7,0.5200866886547634,5,2,6
02120.png,LAMF,7,0.6699878062520709,7,0,9
02142.png,LAMF,3,0.6160398721694946,3,0,4
02163.png,LAMF,4,0.5336504355072975,3,1,3
02180.png,LAMF,5,0.5361025631427765,4,1,4
02195.png,LAMF,11,0.5194536691362207,11,0,13
02213.png,LAMF,11,0.7382746934890747,11,0,11
02233.png,LAMF,7,0.5559249307428088,5,2,5
02236.png,LAMF,11,0.5322894724932584,7,4,7
02249.png,LAMF,7,0.6234769565718514,6,1,7
02278.png,LAMF,5,0.7318251967430115,5,0,6
02296.png,LAMF,10,0.5954825311899186,8,2,8
02310.png,LAMF,4,0.603182390332222,3,1,3
02317.png,LAMF,11,0.4859893701293252,8,3,8
02322.png,LAMF,4,0.5248218700289726,3,1,3
02337.png,LAMF,4,0.47561506927013397,2,2,2
02352.png,LAMF,2,0.8647910058498383,2,0,2
02369.png,LAMF,3,0.7824065287907919,3,0,3
02394.png,LAMF,4,0.6594091653823853,3,1,3
02405.png,LAMF,4,0.7210893332958221,4,0,4
02440.png,LAMF,3,0.6440822978814443,3,0,3
02450.png,LAMF,4,0.5107557252049446,3,1,3
02455.png,LAMF,9,0.48959417475594413,6,3,6
02464.png,LAMF,8,0.6153720691800117,7,1,8
02473.png,LAMF,13,0.5152200758457184,9,4,10
02478.png,LAMF,8,0.6566510200500488,7,1,8
02486.png,LAMF,6,0.5214671393235525,5,1,5
02495.png,LAMF,3,0.5663528939088186,2,1,3
02522.png,LAMF,4,0.44464152306318283,3,1,3
02527.png,LAMF,0,0.0,0,0,1
02530.png,LAMF,1,0.40652644634246826,1,0,1
02533.png,LAMF,3,0.5031526386737823,2,1,2
02544.png,LAMF,2,0.3779318034648895,1,1,2
02556.png,LAMF,3,0.7326778173446655,3,0,4
02572.png,LAMF,3,0.6198433935642242,3,0,8
02606.png,LAMF,4,0.7332311421632767,4,0,5
02611.png,LAMF,3,0.8000767429669698,3,0,4
02624.png,LAMF,7,0.548486202955246,6,1,6
02641.png,LAMF,6,0.5244756986697515,5,1,5
02651.png,LAMF,2,0.508032888174057,2,0,2
02658.png,LAMF,7,0.5510597654751369,5,2,6
02667.png,LAMF,7,0.6052276832716805,6,1,6
02709.png,LAMF,11,0.5145523954521526,10,1,10
02720.png,LAMF,6,0.6865468273560206,6,0,6
02731.png,LAMF,6,0.663960466782252,6,0,6
02739.png,LAMF,2,0.8111457526683807,2,0,2
02754.png,LAMF,1,0.873506486415863,1,0,1
02757.png,LAMF,1,0.8784189820289612,1,0,1
02762.png,LAMF,0,0.0,0,0,0
02778.png,LAMF,1,0.5105937719345093,0,1,0
02786.png,LAMF,3,0.5183199644088745,2,1,2
02816.png,LAMF,4,0.7922303527593613,4,0,4
02821.png,LAMF,4,0.7314262464642525,3,1,3
02846.png,LAMF,2,0.5791111886501312,1,1,1
02860.png,LAMF,2,0.8735037744045258,2,0,2
02869.png,LAMF,3,0.8091188867886862,3,0,3
02896.png,LAMF,3,0.6266942421595255,1,2,2
02956.png,LAMF,12,0.5389279847343763,9,3,10
03019.png,LAMF,8,0.6067783907055855,6,2,7
03045.png,LAMF,8,0.6195274218916893,8,0,8
03100.png,LAMF,3,0.8791504502296448,3,0,3
03109.png,LAMF,6,0.6345779697100321,6,0,7
03143.png,LAMF,4,0.7171940878033638,4,0,5
03173.png,LAMF,3,0.6760749816894531,3,0,34
03219.png,LAMF,11,0.5600722215392373,9,2,10
03260.png,LAMF,8,0.6944913603365421,8,0,10
03281.png,LAMF,3,0.6363392869631449,2,1,5
03289.png,LAMF,9,0.5950239267614152,8,1,9
03354.png,LAMF,7,0.4834472324166979,5,2,5
03375.png,LAMF,5,0.6084100544452667,4,1,5
03381.png,LAMF,17,0.5203298260183895,13,4,13
03409.png,LAMF,11,0.650566735050895,9,2,9
03417.png,LAMF,7,0.586880943604878,6,1,6
03433.png,LAMF,8,0.6657916978001595,6,2,6
03438.png,LAMF,13,0.5243189472418565,8,5,9
03462.png,LAMF,8,0.6368494965136051,6,2,6
03473.png,LAMF,9,0.6673733062214322,8,1,8
03575.png,LAMF,18,0.6164540747801462,15,3,15
03589.png,LAMF,9,0.613733794954088,8,1,9
03600.png,LAMF,12,0.6164555698633194,9,3,9
03640.png,LAMF,13,0.506587280676915,8,5,8
03708.png,LAMF,10,0.47753735482692716,7,3,7
03719.png,LAMF,2,0.8395573198795319,2,0,2
03769.png,LAMF,8,0.7717645242810249,8,0,8
03813.png,LAMF,6,0.6928423295418421,5,1,5
03836.png,LAMF,7,0.6703014501503536,6,1,6
03878.png,LAMF,6,0.7224857409795126,6,0,6
03989.png,LAMF,11,0.6288499154827811,10,1,12
04006.png,LAMF,3,0.5204876959323883,2,1,2
04018.png,LAMF,2,0.8374389410018921,2,0,2
04026.png,LAMF,2,0.8004693984985352,2,0,2
04053.png,LAMF,5,0.7716709017753601,5,0,6
04092.png,LAMF,5,0.6899752020835876,4,1,4
04160.png,LAMF,8,0.793948695063591,8,0,8
